Name,Age,BrithDate,Address,NationalID,Id
Roseanne Pally,37,1983-10-11,Petkovci,7648,933
Ilse Frampton,67,1918-06-20,Nai Harn,9846,934
Harri Nutbeam,32,1987-01-22,Неготино,6926,935
Sancho Russe,38,1955-06-08,Camalote,1443,936
Alleen Espinoy,42,1915-08-10,Obock,7948,937
Ryley Villaret,52,1983-11-08,Kurchatov,1295,938
Veda Rao,9,2009-07-16,Valbo,4785,939
Wyatt Matijevic,38,1979-12-11,Karangasem Laok,2385,940
Delia Trumper,70,2015-06-27,Trudobelikovskiy,5718,941
Mathian Jezzard,45,1920-04-27,Blagoveshchensk,3517,942
Tedra Paice,23,1965-03-05,Bystra,5025,943
Poul Accum,64,1962-08-01,Chipaque,4532,944
Ilka Geal,17,1945-06-20,Lleida,9797,945
Margret Pervew,87,1926-07-07,Rēzekne,6290,946
Roby Crowden,93,1923-01-07,Hexi,8477,947
Sharla Fessby,35,2012-12-08,Sabnie,7323,948
Jameson Dorr,64,1954-08-08,Guernica,2943,949
Tedi Mersey,24,1997-05-17,Niaohe,5711,950
Rey McBrearty,1,1957-08-22,San Juan de Planes,4418,951
Dan Brashaw,9,1900-12-18,Changbu,4931,952
Malachi Benyan,21,2000-11-20,Ménaka,4616,953
Rosamund Trippack,81,1915-12-12,Malahide,1815,954
Ardisj McCartney,29,2006-08-20,Dipayal,5513,955
Bordy Kuzma,50,1985-12-29,Göteborg,1929,956
Dalia Yarranton,94,1979-06-30,Picton,5196,957
Maurizia Jull,94,1936-10-29,Huangdimiao,7838,958
Engelbert Stienham,58,1964-10-02,Zhanping,4966,959
Bron Radleigh,6,1949-12-18,Rudniki,3382,960
Paddy Howels,9,2011-12-07,Kirovgrad,5227,961
Cordi Labarre,64,1927-01-10,Myrzakent,6112,962
Elbert Mills,55,1962-07-07,Krivodanovka,8040,963
Rosabelle Bird,51,1958-10-26,Al Mushannaf,2273,964
Marion Ruggen,45,1957-03-10,Wangcun,4979,965
Arie Hurnell,9,1953-02-04,Cisadap,1386,966
Delmore Pikesley,1,1976-12-30,Larvik,5827,967
Freddy Beran,45,1927-11-04,Na'ale,8517,968
Townie Hearnshaw,80,2013-03-24,Gulariyā,8562,969
Yolane Kefford,82,1920-01-26,Sucre,8676,970
Wilden Tsarovic,83,1982-02-04,Albardón,7353,971
Esmeralda Labitt,15,2013-07-02,Tapada das Mercês,6371,972
Darb Petz,33,1989-10-09,Jeziorany,5608,973
Andriette Biswell,91,1995-02-21,Jastrowie,2533,974
Paco Vidloc,70,2019-10-22,Laju Kidul,4731,975
Mauricio Giorgiutti,10,1985-08-11,Sainte-Adèle,5075,976
Suzanne Ornelas,23,1943-11-22,Sovetskoye,5842,977
Roderick Mackiewicz,44,1914-12-07,Fundación,7221,978
Rita Dorman,20,1959-04-03,Orvault,2024,979
Rorie Hullbrook,18,2013-10-17,Juan N Alvarez,4829,980
Parrnell Redgrove,50,1991-03-07,Kotovsk,8648,981
Coralie McCaghan,55,1947-07-04,Francisco Villa,8907,982
Lia Ogle,11,1974-06-10,Los Aquijes,2280,983
Benji Domaschke,61,1973-06-02,Panay,6959,984
Haskell Coppock.,18,1933-04-20,Makiwalo,9357,985
Arden Ashlin,59,1988-07-06,Itabaiana,4299,986
Antoinette Corish,45,1927-11-14,Bolinao,7574,987
Gerhardine Stickells,52,1966-02-10,Dongli,5799,988
Worthy McEntagart,44,1952-07-30,Svetlograd,3268,989
Datha Durham,54,1984-05-29,Sumber,4725,990
Kiley Nealon,78,1947-04-23,Svetlanovskiy,4104,991
Rolph Jakubowicz,61,1906-07-14,Novokuybyshevsk,2241,992
Ode Rist,96,1910-03-28,Byumba,6467,993
Concettina Dawnay,76,1934-10-26,Omsukchan,6550,994
Leona Liverock,32,1971-11-13,Braunschweig,3009,995
Reagen Stainton,12,2020-11-19,Frederiksberg,3839,996
Othilia Tremelling,5,1902-04-21,Morelos,8877,997
Pavia Kibbe,80,1989-03-09,Silvares,3066,998
Drucy Welling,78,1922-08-09,Vratsa,7205,999
Valle Lammas,10,1932-06-14,Liuche,3059,1000
